target_cbsa,cbsa_code,county_geoid,tract_geoid,year,eligible_v1,gate_pop,gate_price,gate_density,pop_growth_5yr,units_per_1k_3yr,pop_density,price_proxy_pctl,commute_intensity_b,growth_raw,units_raw,headroom_raw,price_raw,commute_raw,z_growth,z_units,z_headroom,z_price,z_commute,contrib_growth,contrib_units,contrib_headroom,contrib_price,contrib_commute,tract_score,tract_rank,why_tags,is_scored
27260,27260,12019,12019030209,2024,1,1,1,1,NA,418.3499965993335,3267.17957377788,0.42374084249084254,20.677575238768533,NA,418.3499965993335,-3267.17957377788,-0.42374084249084254,20.677575238768533,-0.14363030827039658,-0.9374426205864664,-1.679921920665918,-0.04161337907712318,0.1550956573071944,-0.05745212330815863,-0.2343606551466166,-0.3359843841331836,-0.004161337907712319,0.0077547828653597205,-0.6242037176303115,74,Low density headroom | Moderate price pressure,TRUE
27260,27260,12019,12019030210,2024,0,0,1,1,NA,428.76063014080586,710.3330163994467,0.6593589743589744,25.40423508936152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12019,12019030303,2024,0,0,1,1,-0.11534995494142385,696.2082625919638,3205.6382916322477,0.43380494505494505,21.201411088894478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12019,12019030304,2024,0,0,1,1,0.009204470742932281,445.24068041983355,3225.8487903156283,0.3403342490842491,14.852607709750567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12019,12019030305,2024,0,0,1,0,NA,370.6314774644493,3995.89980624843,0.3289835164835165,24.951874979487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12019,12019030306,2024,0,0,1,1,NA,659.9077352215428,1262.0962787511294,0.612275641025641,20.585116972279614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12019,12019030400,2024,0,1,1,0,0.10647010647010648,758.8206266962744,4370.302476324097,0.3933470695970696,21.328771396929596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
27260,27260,12019,12019030500,2024,1,1,1,1,0.212,676.6776677667767,3050.3717602767224,0.405206043956044,24.537293727389336,0.212,676.6776677667767,-3050.3717602767224,-0.405206043956044,24.537293727389336,0.3912303712650341,-0.7352971721121476,-1.4770136436116041,0.05589481440479163,0.8638750030401703,0.15649214850601367,-0.1838242930280369,-0.2954027287223208,0.005589481440479164,0.04319375015200852,-0.27395164165185637,54,Low density headroom | Moderate price pressure | High commute exposure,TRUE
27260,27260,12019,12019030600,2024,1,1,1,1,0.11697606799373741,410.55933787211325,2171.4310743110373,0.5389835164835165,20.647363209915994,0.11697606799373741,410.55933787211325,-2171.4310743110373,-0.5389835164835165,20.647363209915994,-0.6436583800759244,-0.9435389330535251,-0.6544217944424694,-0.6478840613267057,0.1495476718500944,-0.25746335203036974,-0.23588473326338127,-0.1308843588884939,-0.06478840613267058,0.00747738359250472,-0.6815434667224107,75,Low density headroom,TRUE
27260,27260,12019,12019030701,2024,0,1,0,1,0.028443671593590857,247.62479871175526,1785.0242917459254,0.800673076923077,14.232793834232407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
